Timestamp,Throughput
09-01-23 00:00:00,2285426563.0
09-01-23 06:00:00,1772304407.5
09-01-23 12:00:00,1248849832.0
09-01-23 18:00:00,2285373791.0
10-01-23 00:00:00,1156346448.5
10-01-23 06:00:00,2500243916.6666665
10-01-23 12:00:00,2367577501.0
10-01-23 18:00:00,2504266139.0
11-01-23 00:00:00,2264509145.0
11-01-23 06:00:00,2143346916.0
11-01-23 12:00:00,1690071184.0
11-01-23 18:00:00,3015021644.0
12-01-23 00:00:00,2625350885.0
12-01-23 06:00:00,2221095904.0
12-01-23 12:00:00,2217466431.0
12-01-23 18:00:00,2545840725.0
13-01-23 00:00:00,2151981515.0
13-01-23 06:00:00,2151305868.0
13-01-23 12:00:00,1855532025.0
13-01-23 18:00:00,2103111154.0
14-01-23 00:00:00,1906737443.5
14-01-23 06:00:00,2094795113.0
14-01-23 12:00:00,2217636487.0
14-01-23 18:00:00,2537485378.0
15-01-23 00:00:00,2208568946.1633334
15-01-23 06:00:00,2344303721.5
15-01-23 12:00:00,2276827334.5
15-01-23 18:00:00,2301627081.0
16-01-23 00:00:00,2248836126.0
16-01-23 06:00:00,2635837162.0
16-01-23 12:00:00,2190544009.6666665
16-01-23 18:00:00,2261598155.5365357
17-01-23 00:00:00,1847360953.0
17-01-23 06:00:00,3313854900.0
17-01-23 12:00:00,1900603328.0
17-01-23 18:00:00,2555828577.0
18-01-23 00:00:00,2109738540.0
18-01-23 06:00:00,2588854989.5
18-01-23 12:00:00,2498766049.5
18-01-23 18:00:00,2541501329.0
19-01-23 00:00:00,2473701578.0
19-01-23 06:00:00,1564425012.0
19-01-23 12:00:00,2129802172.5
19-01-23 18:00:00,3036220025.0
20-01-23 00:00:00,2522878271.0
20-01-23 06:00:00,2363773028.040564
20-01-23 12:00:00,2407894251.0
20-01-23 18:00:00,3071971891.0
21-01-23 00:00:00,3082919605.0
21-01-23 06:00:00,2990633590.0
21-01-23 12:00:00,2908649474.0
21-01-23 18:00:00,2272033355.5
22-01-23 00:00:00,2534461000.0
22-01-23 06:00:00,2790908720.0
22-01-23 12:00:00,1801543422.5
22-01-23 18:00:00,2313191929.0
23-01-23 00:00:00,2741283875.0
23-01-23 06:00:00,2402705231.0
23-01-23 12:00:00,1728902564.0
23-01-23 18:00:00,1816285378.0
24-01-23 00:00:00,2691770103.6666665
24-01-23 06:00:00,2442634470.2171597
24-01-23 12:00:00,2181324091.0
24-01-23 18:00:00,2360536638.5
25-01-23 00:00:00,2201390800.0
25-01-23 06:00:00,2248777438.0
25-01-23 12:00:00,1450428843.3333333
25-01-23 18:00:00,3040985444.0
26-01-23 00:00:00,2492231140.0
26-01-23 06:00:00,2475904454.5
26-01-23 12:00:00,1427771005.0
26-01-23 18:00:00,2571268862.0
27-01-23 00:00:00,2488520922.0
27-01-23 06:00:00,2507520993.0
27-01-23 12:00:00,1889360309.3333333
27-01-23 18:00:00,1994498802.0
28-01-23 00:00:00,2185966743.0
28-01-23 06:00:00,1833096615.0
28-01-23 12:00:00,2291041950.0
28-01-23 18:00:00,2099647756.5
29-01-23 00:00:00,2648026791.5
29-01-23 06:00:00,2231986086.839901
29-01-23 12:00:00,2012461202.0
29-01-23 18:00:00,1912031707.0
30-01-23 00:00:00,2827224594.0
30-01-23 06:00:00,2000223749.0
30-01-23 12:00:00,2186227110.0
30-01-23 18:00:00,1956018493.6666667
31-01-23 00:00:00,1981915182.0
31-01-23 06:00:00,1616739791.0
31-01-23 12:00:00,1972433352.0
31-01-23 18:00:00,2603622599.0
01-02-23 00:00:00,2167278894.5
01-02-23 06:00:00,1993570334.0
01-02-23 12:00:00,1810900711.0
01-02-23 18:00:00,1243895291.5
02-02-23 00:00:00,2179366787.0
02-02-23 06:00:00,2171919704.0
02-02-23 12:00:00,1600280385.5
02-02-23 18:00:00,1310199839.0
03-02-23 00:00:00,2742496838.0
03-02-23 06:00:00,2239346942.5
03-02-23 12:00:00,3060435217.0
03-02-23 18:00:00,1674796640.0
04-02-23 00:00:00,1851084462.0
04-02-23 06:00:00,2321035330.0
04-02-23 12:00:00,2335341059.5
04-02-23 18:00:00,2002102790.0
05-02-23 00:00:00,2314846794.0
05-02-23 06:00:00,1419931817.0
05-02-23 12:00:00,1959215451.0
05-02-23 18:00:00,2043576752.5
06-02-23 00:00:00,3085600806.0
06-02-23 06:00:00,2542726330.0
06-02-23 12:00:00,609853173.0
06-02-23 18:00:00,2192415239.0
07-02-23 00:00:00,2188481536.0
07-02-23 06:00:00,1295569631.0
07-02-23 12:00:00,2022602483.0
07-02-23 18:00:00,1739075991.0
08-02-23 00:00:00,2451232627.0
08-02-23 06:00:00,2442195701.0
08-02-23 12:00:00,1621005066.0
08-02-23 18:00:00,1610141037.0
09-02-23 00:00:00,2616201044.0
09-02-23 06:00:00,2563724351.0
09-02-23 12:00:00,946027443.0
09-02-23 18:00:00,1698116657.0
10-02-23 00:00:00,1973814992.8206897
10-02-23 06:00:00,3424078833.0
10-02-23 12:00:00,1146252688.0
